Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class,Day_of_Week,Lighting
West Mambalam,RamaKrishnapuram,Afternoon,High,Yes,Yes,Inner,High,Safe,Saturday,Good
West Mambalam,RamaKrishnapuram,Afternoon,High,Yes,Yes,Inner,High,Safe,Sunday,Good
West Mambalam,RamaKrishnapuram,Evening,High,Yes,Yes,Inner,High,Safe,Monday,Good
West Mambalam,RamaKrishnapuram,Evening,High,Yes,Yes,Inner,High,Safe,Tuesday,Good
West Mambalam,RamaKrishnapuram,Evening,High,Yes,Yes,Inner,High,Safe,Wednesday,Good
West Mambalam,RamaKrishnapuram,Evening,High,Yes,Yes,Inner,High,Safe,Thursday,Good
West Mambalam,RamaKrishnapuram,Evening,High,Yes,Yes,Inner,High,Safe,Friday,Good
West Mambalam,RamaKrishnapuram,Evening,High,Yes,Yes,Inner,High,Safe,Saturday,Good
West Mambalam,RamaKrishnapuram,Evening,High,Yes,Yes,Inner,High,Safe,Sunday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Monday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Monday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Monday,Moderate
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Tuesday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Tuesday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Tuesday,Moderate
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Wednesday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Wednesday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Wednesday,Moderate
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Thursday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Thursday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Thursday,Moderate
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Friday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Friday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Friday,Moderate
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Saturday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Saturday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Saturday,Moderate
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Sunday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Sunday,Good
West Mambalam,RamaKrishnapuram,Night,Medium,Yes,Yes,Inner,High,Safe,Sunday,Moderate
Ramapuram,Royala Nagar,Morning,Medium,No,No,Inner,High,Safe,Monday,Good
Ramapuram,Royala Nagar,Morning,Medium,No,No,Inner,High,Safe,Tuesday,Good
Ramapuram,Royala Nagar,Morning,Medium,No,No,Inner,High,Safe,Wednesday,Good
Ramapuram,Royala Nagar,Morning,Medium,No,No,Inner,High,Safe,Thursday,Good
Ramapuram,Royala Nagar,Morning,Medium,No,No,Inner,High,Safe,Friday,Good
Ramapuram,Royala Nagar,Morning,Medium,No,No,Inner,High,Safe,Saturday,Good
Ramapuram,Royala Nagar,Morning,Medium,No,No,Inner,High,Safe,Sunday,Good
Ramapuram,Royala Nagar,Afternoon,Medium,No,No,Inner,High,Safe,Monday,Good
Ramapuram,Royala Nagar,Afternoon,Medium,No,No,Inner,High,Safe,Tuesday,Good
Ramapuram,Royala Nagar,Afternoon,Medium,No,No,Inner,High,Safe,Wednesday,Good
Ramapuram,Royala Nagar,Afternoon,Medium,No,No,Inner,High,Safe,Thursday,Good
Ramapuram,Royala Nagar,Afternoon,Medium,No,No,Inner,High,Safe,Friday,Good
Ramapuram,Royala Nagar,Afternoon,Medium,No,No,Inner,High,Safe,Saturday,Good
Ramapuram,Royala Nagar,Afternoon,Medium,No,No,Inner,High,Safe,Sunday,Good
Ramapuram,Royala Nagar,Evening,Medium,No,No,Inner,High,Safe,Monday,Good
Ramapuram,Royala Nagar,Evening,Medium,No,No,Inner,High,Safe,Tuesday,Good
Ramapuram,Royala Nagar,Evening,Medium,No,No,Inner,High,Safe,Wednesday,Good
Ramapuram,Royala Nagar,Evening,Medium,No,No,Inner,High,Safe,Thursday,Good
Ramapuram,Royala Nagar,Evening,Medium,No,No,Inner,High,Safe,Friday,Good
Ramapuram,Royala Nagar,Evening,Medium,No,No,Inner,High,Safe,Saturday,Good
Ramapuram,Royala Nagar,Evening,Medium,No,No,Inner,High,Safe,Sunday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Monday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Monday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Monday,Moderate
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Safe,Tuesday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Tuesday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Tuesday,Moderate
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Wednesday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Wednesday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Wednesday,Moderate
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Thursday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Thursday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Thursday,Moderate
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Friday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Friday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Friday,Moderate
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Saturday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Saturday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Saturday,Moderate
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Sunday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Sunday,Good
Ramapuram,Royala Nagar,Night,Low,No,No,Inner,High,Unsafe,Sunday,Moderate
Ramapuram,Sakthi Nagar,Morning,Low,Yes,Yes,Outer,Medium,Safe,Monday,Good
Ramapuram,Sakthi Nagar,Morning,Low,Yes,Yes,Outer,Medium,Safe,Tuesday,Good
Ramapuram,Sakthi Nagar,Morning,Low,Yes,Yes,Outer,Medium,Safe,Wednesday,Good
Ramapuram,Sakthi Nagar,Morning,Low,Yes,Yes,Outer,Medium,Safe,Thursday,Good
Ramapuram,Sakthi Nagar,Morning,Low,Yes,Yes,Outer,Medium,Safe,Friday,Good
Ramapuram,Sakthi Nagar,Morning,Low,Yes,Yes,Outer,Medium,Safe,Saturday,Good
Ramapuram,Sakthi Nagar,Morning,Low,Yes,Yes,Outer,Medium,Safe,Sunday,Good
Ramapuram,Sakthi Nagar,Afternoon,High,Yes,Yes,Outer,Medium,Safe,Monday,Good
Ramapuram,Sakthi Nagar,Afternoon,High,Yes,Yes,Outer,Medium,Safe,Tuesday,Good
Ramapuram,Sakthi Nagar,Afternoon,High,Yes,Yes,Outer,Medium,Safe,Wednesday,Good
Ramapuram,Sakthi Nagar,Afternoon,High,Yes,Yes,Outer,Medium,Safe,Thursday,Good
Ramapuram,Sakthi Nagar,Afternoon,High,Yes,Yes,Outer,Medium,Safe,Friday,Good
Ramapuram,Sakthi Nagar,Afternoon,High,Yes,Yes,Outer,Medium,Safe,Saturday,Good
Ramapuram,Sakthi Nagar,Afternoon,High,Yes,Yes,Outer,Medium,Safe,Sunday,Good
Ramapuram,Sakthi Nagar,Evening,High,Yes,Yes,Outer,Medium,Safe,Monday,Good
Ramapuram,Sakthi Nagar,Evening,High,Yes,Yes,Outer,Medium,Safe,Tuesday,Good
Ramapuram,Sakthi Nagar,Evening,High,Yes,Yes,Outer,Medium,Safe,Wednesday,Good
Ramapuram,Sakthi Nagar,Evening,High,Yes,Yes,Outer,Medium,Safe,Thursday,Good
Ramapuram,Sakthi Nagar,Evening,High,Yes,Yes,Outer,Medium,Safe,Friday,Good
Ramapuram,Sakthi Nagar,Evening,High,Yes,Yes,Outer,Medium,Safe,Saturday,Good
Ramapuram,Sakthi Nagar,Evening,High,Yes,Yes,Outer,Medium,Safe,Sunday,Good
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Safe,Monday,Good
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Monday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Monday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Tuesday,Good
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Tuesday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Tuesday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Wednesday,Good
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Wednesday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Safe,Wednesday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Thursday,Good
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Thursday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Thursday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Friday,Good
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Friday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Friday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Saturday,Good
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Saturday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Saturday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Sunday,Good
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Sunday,Moderate
Ramapuram,Sakthi Nagar,Night,Medium,Yes,Yes,Outer,Medium,Unsafe,Sunday,Moderate
Adyar,Shastri Nagar,Morning,Medium,Yes,Yes,Inner,High,Safe,Monday,Good
Adyar,Shastri Nagar,Morning,Medium,Yes,Yes,Inner,High,Safe,Tuesday,Good
Adyar,Shastri Nagar,Morning,Medium,Yes,Yes,Inner,High,Safe,Wednesday,Good
Adyar,Shastri Nagar,Morning,Medium,Yes,Yes,Inner,High,Safe,Thursday,Good
Adyar,Shastri Nagar,Morning,Medium,Yes,Yes,Inner,High,Safe,Friday,Good
Adyar,Shastri Nagar,Morning,Medium,Yes,Yes,Inner,High,Safe,Saturday,Good
Adyar,Shastri Nagar,Morning,Medium,Yes,Yes,Inner,High,Safe,Sunday,Good
Adyar,Shastri Nagar,Afternoon,Medium,Yes,Yes,Inner,High,Safe,Monday,Good
Adyar,Shastri Nagar,Afternoon,Medium,Yes,Yes,Inner,High,Safe,Tuesday,Good
Adyar,Shastri Nagar,Afternoon,Medium,Yes,Yes,Inner,High,Safe,Wednesday,Good
Adyar,Shastri Nagar,Afternoon,Medium,Yes,Yes,Inner,High,Safe,Thursday,Good
Adyar,Shastri Nagar,Afternoon,Medium,Yes,Yes,Inner,High,Safe,Friday,Good
Adyar,Shastri Nagar,Afternoon,Medium,Yes,Yes,Inner,High,Safe,Saturday,Good
Adyar,Shastri Nagar,Afternoon,Medium,Yes,Yes,Inner,High,Safe,Sunday,Good
Adyar,Shastri Nagar,Evening,High,Yes,Yes,Inner,High,Safe,Monday,Good
Adyar,Shastri Nagar,Evening,High,Yes,Yes,Inner,High,Safe,Tuesday,Good
Adyar,Shastri Nagar,Evening,High,Yes,Yes,Inner,High,Safe,Wednesday,Good
Adyar,Shastri Nagar,Evening,High,Yes,Yes,Inner,High,Safe,Thursday,Good
Adyar,Shastri Nagar,Evening,High,Yes,Yes,Inner,High,Safe,Friday,Good
Adyar,Shastri Nagar,Evening,High,Yes,Yes,Inner,High,Safe,Saturday,Good
Adyar,Shastri Nagar,Evening,High,Yes,Yes,Inner,High,Safe,Sunday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Monday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Monday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Monday,Moderate
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Tuesday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Tuesday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Tuesday,Moderate
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Wednesday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Wednesday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Wednesday,Moderate
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Thursday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Thursday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Thursday,Moderate
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Friday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Friday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Friday,Moderate
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Saturday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Saturday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Saturday,Moderate
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Sunday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Sunday,Good
Adyar,Shastri Nagar,Night,Medium,Yes,Yes,Inner,High,Safe,Sunday,Moderate
Adyar,South Kesavaperumalpuram,Morning,Low,No,No,Outer,Low,Unsafe,Monday,Good
Adyar,South Kesavaperumalpuram,Morning,Low,No,No,Outer,Low,Unsafe,Tuesday,Good
Adyar,South Kesavaperumalpuram,Morning,Low,No,No,Outer,Low,Unsafe,Wednesday,Good
Adyar,South Kesavaperumalpuram,Morning,Low,No,No,Outer,Low,Unsafe,Thursday,Good
Adyar,South Kesavaperumalpuram,Morning,Low,No,No,Outer,Low,Unsafe,Friday,Good
Adyar,South Kesavaperumalpuram,Morning,Low,No,No,Outer,Low,Unsafe,Saturday,Good
Adyar,South Kesavaperumalpuram,Morning,Low,No,No,Outer,Low,Unsafe,Sunday,Good
Adyar,South Kesavaperumalpuram,Afternoon,Low,No,No,Outer,Low,Safe,Monday,Good
Adyar,South Kesavaperumalpuram,Afternoon,Low,No,No,Outer,Low,Safe,Tuesday,Good
Adyar,South Kesavaperumalpuram,Afternoon,Low,No,No,Outer,Low,Safe,Wednesday,Good
Adyar,South Kesavaperumalpuram,Afternoon,Low,No,No,Outer,Low,Safe,Thursday,Good
Adyar,South Kesavaperumalpuram,Afternoon,Low,No,No,Outer,Low,Safe,Friday,Good
Adyar,South Kesavaperumalpuram,Afternoon,Low,No,No,Outer,Low,Safe,Saturday,Good
Adyar,South Kesavaperumalpuram,Afternoon,Low,No,No,Outer,Low,Safe,Sunday,Good
Adyar,South Kesavaperumalpuram,Evening,Low,No,No,Outer,Low,Safe,Monday,Good
Adyar,South Kesavaperumalpuram,Evening,Low,No,No,Outer,Low,Safe,Tuesday,Good
Adyar,South Kesavaperumalpuram,Evening,Low,No,No,Outer,Low,Safe,Wednesday,Good
Adyar,South Kesavaperumalpuram,Evening,Low,No,No,Outer,Low,Safe,Thursday,Good
Adyar,South Kesavaperumalpuram,Evening,Low,No,No,Outer,Low,Safe,Friday,Good
Adyar,South Kesavaperumalpuram,Evening,Low,No,No,Outer,Low,Safe,Saturday,Good
Adyar,South Kesavaperumalpuram,Evening,Low,No,No,Outer,Low,Safe,Sunday,Good
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Monday,Moderate
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Monday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Monday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Tuesday,Moderate
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Tuesday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Tuesday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Wednesday,Moderate
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Wednesday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Safe,Wednesday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Thursday,Moderate
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Thursday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Thursday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Safe,Friday,Moderate
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Friday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Friday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Saturday,Moderate
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Saturday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Saturday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Sunday,Moderate
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Sunday,Poor
Adyar,South Kesavaperumalpuram,Night,Low,No,No,Outer,Low,Unsafe,Sunday,Poor
Adyar,Subramaniam Nagar,Morning,Medium,Yes,Yes,Inner,Medium,Safe,Monday,Good
Adyar,Subramaniam Nagar,Morning,Medium,Yes,Yes,Inner,Medium,Safe,Tuesday,Good
Adyar,Subramaniam Nagar,Morning,Medium,Yes,Yes,Inner,Medium,Safe,Wednesday,Good
Adyar,Subramaniam Nagar,Morning,Medium,Yes,Yes,Inner,Medium,Safe,Thursday,Good
Adyar,Subramaniam Nagar,Morning,Medium,Yes,Yes,Inner,Medium,Safe,Friday,Good
Adyar,Subramaniam Nagar,Morning,Medium,Yes,Yes,Inner,Medium,Safe,Saturday,Good
Adyar,Subramaniam Nagar,Morning,Medium,Yes,Yes,Inner,Medium,Safe,Sunday,Good
Adyar,Subramaniam Nagar,Afternoon,Low,Yes,Yes,Inner,Medium,Unsafe,Monday,Good
Adyar,Subramaniam Nagar,Afternoon,Low,Yes,Yes,Inner,Medium,Unsafe,Tuesday,Good
Adyar,Subramaniam Nagar,Afternoon,Low,Yes,Yes,Inner,Medium,Unsafe,Wednesday,Good
Adyar,Subramaniam Nagar,Afternoon,Low,Yes,Yes,Inner,Medium,Unsafe,Thursday,Good
Adyar,Subramaniam Nagar,Afternoon,Low,Yes,Yes,Inner,Medium,Safe,Friday,Good
Adyar,Subramaniam Nagar,Afternoon,Low,Yes,Yes,Inner,Medium,Unsafe,Saturday,Good
Adyar,Subramaniam Nagar,Afternoon,Low,Yes,Yes,Inner,Medium,Unsafe,Sunday,Good
Adyar,Subramaniam Nagar,Evening,High,Yes,Yes,Inner,Medium,Safe,Monday,Good
Adyar,Subramaniam Nagar,Evening,High,Yes,Yes,Inner,Medium,Safe,Tuesday,Good
Adyar,Subramaniam Nagar,Evening,High,Yes,Yes,Inner,Medium,Safe,Wednesday,Good
Adyar,Subramaniam Nagar,Evening,High,Yes,Yes,Inner,Medium,Safe,Thursday,Good
Adyar,Subramaniam Nagar,Evening,High,Yes,Yes,Inner,Medium,Safe,Friday,Good
Adyar,Subramaniam Nagar,Evening,High,Yes,Yes,Inner,Medium,Safe,Saturday,Good
Adyar,Subramaniam Nagar,Evening,High,Yes,Yes,Inner,Medium,Safe,Sunday,Good
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Monday,Good
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Monday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Monday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Tuesday,Good
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Tuesday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Tuesday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Wednesday,Good
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Wednesday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Wednesday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Thursday,Good
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Thursday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Thursday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Friday,Good
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Friday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Friday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Saturday,Good
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Saturday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Saturday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Sunday,Good
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Sunday,Moderate
Adyar,Subramaniam Nagar,Night,Medium,Yes,Yes,Inner,Medium,Safe,Sunday,Moderate
Ramapuram,Suresh Nagar,Morning,Low,No,No,Outer,Medium,Unsafe,Monday,Good
Ramapuram,Suresh Nagar,Morning,Low,No,No,Outer,Medium,Safe,Tuesday,Good
Ramapuram,Suresh Nagar,Morning,Low,No,No,Outer,Medium,Unsafe,Wednesday,Good
Ramapuram,Suresh Nagar,Morning,Low,No,No,Outer,Medium,Unsafe,Thursday,Good
Ramapuram,Suresh Nagar,Morning,Low,No,No,Outer,Medium,Unsafe,Friday,Good
Ramapuram,Suresh Nagar,Morning,Low,No,No,Outer,Medium,Unsafe,Saturday,Good
Ramapuram,Suresh Nagar,Morning,Low,No,No,Outer,Medium,Unsafe,Sunday,Good
Ramapuram,Suresh Nagar,Afternoon,Low,No,No,Outer,Medium,Safe,Monday,Good
Ramapuram,Suresh Nagar,Afternoon,Low,No,No,Outer,Medium,Safe,Tuesday,Good
Ramapuram,Suresh Nagar,Afternoon,Low,No,No,Outer,Medium,Safe,Wednesday,Good
Ramapuram,Suresh Nagar,Afternoon,Low,No,No,Outer,Medium,Safe,Thursday,Good
Ramapuram,Suresh Nagar,Afternoon,Low,No,No,Outer,Medium,Safe,Friday,Good
Ramapuram,Suresh Nagar,Afternoon,Low,No,No,Outer,Medium,Safe,Saturday,Good
Ramapuram,Suresh Nagar,Afternoon,Low,No,No,Outer,Medium,Safe,Sunday,Good
Ramapuram,Suresh Nagar,Evening,Low,No,No,Outer,Medium,Safe,Monday,Good
Ramapuram,Suresh Nagar,Evening,Low,No,No,Outer,Medium,Safe,Tuesday,Good
Ramapuram,Suresh Nagar,Evening,Low,No,No,Outer,Medium,Safe,Wednesday,Good
Ramapuram,Suresh Nagar,Evening,Low,No,No,Outer,Medium,Safe,Thursday,Good
Ramapuram,Suresh Nagar,Evening,Low,No,No,Outer,Medium,Safe,Friday,Good
Ramapuram,Suresh Nagar,Evening,Low,No,No,Outer,Medium,Safe,Saturday,Good
Ramapuram,Suresh Nagar,Evening,Low,No,No,Outer,Medium,Safe,Sunday,Good
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Monday,Good
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Monday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Monday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Tuesday,Good
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Tuesday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Tuesday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Wednesday,Good
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Wednesday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Wednesday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Safe,Thursday,Good
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Thursday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Thursday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Friday,Good
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Friday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Friday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Saturday,Good
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Saturday,Moderate
Ramapuram,Suresh Nagar,Night,Low,No,No,Outer,Medium,Unsafe,Saturday,Moderate
